time,email,name,company,job_title,linkedin_url,website,bio,class,country,city,school,education_program,status,accessibility
2024-09-17 23:42:51,vanderheijden.a115@example.com,Anna Van der Heijden,Brekke,Mechanical Engineer,https://linkedin.com/in/anna-van-der-heijden-115,,Passionate mechanical engineer with a strong background in data analytics. Currently working at Brekke where I focus on expanding market reach.,V6C,Nederland,Den Haag,Erasmus University Rotterdam,Economie & Business,Afgestudeert vwo/havo,Yes
2023-12-07 07:19:10,gijsp116@example.com,Gijs Postma,,,https://linkedin.com/in/gijs-postma-116,,,V6A,Frankrijk,Delft,Vrije University Amsterdam,Bèta & Techniek,bezig met masters,No
2026-05-04 18:49:13,alim117@example.com,Ali Miller,Brekke,PhD Candidate,,,Creative problem-solver working as phd candidate at Brekke. Graduated from Eindhoven University of Technology in 2026.,V6C,Engeland,Eindhoven,Eindhoven University of Technology,Economie & Business,bezig met bachelors,No
2023-03-20 23:14:08,rodriguez.l118@example.com,Liv Rodriguez,Arcadis,Biomedical Engineer,,,,V6C,Engeland,Twente,Vrije University Amsterdam,Bèta & Techniek,Afgestudeert vwo/havo,No
2025-12-04 16:05:01,james119@example.com,James Van der Stelt,Fugro,Supply Chain Analyst,,,Alumni from University of Twente specializing in Computer Science. Working as supply chain analyst with a passion for developing innovative products.,V6A,Verenigde Staten,Eindhoven,University of Twente,Computer Science,bezig met masters,Yes
2024-05-19 16:07:50,dekker.a120@example.com,Adam Dekker,,Lawyer,https://linkedin.com/in/adam-dekker-120,,"Ambitious lawyer focused on bridging technology and society. Former student at Eindhoven University of Technology, now making an impact at a leading organization.",V6B,Duitsland,Twente,Eindhoven University of Technology,Bèta & Techniek,bezig met masters,No
2023-03-31 07:55:44,linap121@example.com,Lina Peeters,Stripe,Policy Advisor,,https://linapeeters121.com,,V6C,Frankrijk,Eindhoven,University of Twente,Talen & Cultuur,bezig met bachelors,Yes
2023-12-12 09:28:41,saar122@example.com,Saar Brown,Freelance,,https://linkedin.com/in/saar-brown-122,,,V6A,Duitsland,Den Haag,Erasmus University Rotterdam,Computer Science,bezig met masters,No
2025-01-07 02:37:50,isabella.smit123@example.com,Isabella Smit,BAM Groep,Aerospace Engineer,https://linkedin.com/in/isabella-smit-123,,,V6B,Nederland,Eindhoven,University of Twente,Computer Science,bezig met masters,No
2023-08-29 16:46:34,tygo.vanderhorst124@example.com,Tygo Van der Horst,Brekke,Content Creator,https://linkedin.com/in/tygo-van-der-horst-124,,,V6C,Engeland,Den Haag,Delft University of Technology,Economie & Business,bezig met masters,Yes
2022-01-04 16:04:55,vandriel.j125@example.com,James Van Driel,Heijmans,,https://linkedin.com/in/james-van-driel-125,,Recent graduate from Eindhoven University of Technology with a degree in Talen & Cultuur. Now working as professional at Heijmans.,V6A,Nederland,Amsterdam,Eindhoven University of Technology,Talen & Cultuur,bezig met bachelors,No
2025-10-20 03:31:11,pim.visser126@example.com,Pim Visser,Datadog,Financial Analyst,,,,V6C,Frankrijk,Amsterdam,Erasmus University Rotterdam,Gezondheidszorg & Geneeskunde,Afgestudeert vwo/havo,Yes
2024-11-21 17:00:51,maxg127@example.com,Max Gonzalez,Spotify,Managing Director,https://linkedin.com/in/max-gonzalez-127,,,V6A,Nederland,Eindhoven,University of Twente,Gezondheidszorg & Geneeskunde,Afgestudeert vwo/havo,Yes
2025-09-14 13:54:30,jackson.n128@example.com,Naomi Jackson,,,https://linkedin.com/in/naomi-jackson-128,,,V6B,Verenigde Staten,Delft,Vrije University Amsterdam,Talen & Cultuur,bezig met bachelors,Yes
2022-04-30 17:15:39,gabriel129@example.com,Gabriel Martin,,,https://linkedin.com/in/gabriel-martin-129,,,V6C,Verenigde Staten,Twente,Leiden University,Gezondheidszorg & Geneeskunde,Afgestudeert vwo/havo,Yes
2026-01-05 19:01:22,lina.willems130@example.com,Lina Willems,AkzoNobel,Associate,https://linkedin.com/in/lina-willems-130,,,V6A,Nederland,Delft,Vrije University Amsterdam,Economie & Business,bezig met masters,No
2024-10-30 22:58:54,miloud131@example.com,Milou De Groot,Achmea,Doctor,https://linkedin.com/in/milou-de-groot-131,,,V6B,Verenigde Staten,Amsterdam,Erasmus University Rotterdam,Talen & Cultuur,bezig met bachelors,No
2026-11-30 19:11:58,vanderheijden.m132@example.com,Milan Van der Heijden,Vopak,Chemical Engineer,https://linkedin.com/in/milan-van-der-heijden-132,,Innovative thinker and chemical engineer with a track record in sustainable engineering. Alumni of Leiden University.,V6B,Frankrijk,Twente,Leiden University,Talen & Cultuur,bezig met bachelors,No
2024-12-27 23:29:43,jacobs.n133@example.com,Naomi Jacobs,Uber,,https://linkedin.com/in/naomi-jacobs-133,,Innovative thinker and professional with a track record in corporate strategy. Alumni of Leiden University.,V6B,Frankrijk,Den Haag,Leiden University,Talen & Cultuur,bezig met bachelors,No
2025-10-05 18:29:10,clarav134@example.com,Clara Van der Zanden,Royal HaskoningDHV,,https://linkedin.com/in/clara-van-der-zanden-134,,,V6B,Engeland,Den Haag,University of Twente,Gezondheidszorg & Geneeskunde,Afgestudeert vwo/havo,No
2023-04-07 09:40:49,deboer.j135@example.com,Jayden De Boer,,Risk Manager,https://linkedin.com/in/jayden-de-boer-135,,Results-oriented risk manager with 3 years of experience in quantitative analysis. Based in Eindhoven.,V6C,Engeland,Eindhoven,Delft University of Technology,Gezondheidszorg & Geneeskunde,bezig met masters,Yes
2024-05-31 21:38:04,thompson.p136@example.com,Pim Thompson,,Portfolio Manager,https://linkedin.com/in/pim-thompson-136,https://pimthompson136.com,,V6A,Frankrijk,Eindhoven,Vrije University Amsterdam,Bèta & Techniek,bezig met masters,Yes
2026-06-25 17:06:48,sanne137@example.com,Sanne Peters,Bosch,Biomedical Engineer,https://linkedin.com/in/sanne-peters-137,,,V6A,Frankrijk,Twente,Leiden University,Talen & Cultuur,Afgestudeert vwo/havo,No
2026-04-01 01:03:01,tim.janssen138@example.com,Tim Janssen,Google,Doctor,,,,V6C,Verenigde Staten,Eindhoven,Erasmus University Rotterdam,Gezondheidszorg & Geneeskunde,bezig met masters,No
2023-02-14 06:08:14,kevinv139@example.com,Kevin Van Dijk,Tesla,Paralegal,https://linkedin.com/in/kevin-van-dijk-139,,,V6A,Frankrijk,Amsterdam,Vrije University Amsterdam,Rechten,bezig met bachelors,No
2024-04-02 15:39:32,niels140@example.com,Niels Davis,Uber,Database Administrator,https://linkedin.com/in/niels-davis-140,,,V6A,Duitsland,Eindhoven,Vrije University Amsterdam,Economie & Business,bezig met masters,Yes
2023-05-03 04:05:53,livv141@example.com,Liv Van Driel,Shopify,Intern,https://linkedin.com/in/liv-van-driel-141,,Innovative thinker and intern with a track record in digital transformation. Alumni of Vrije University Amsterdam.,V6C,Frankrijk,Den Haag,Vrije University Amsterdam,Rechten,bezig met bachelors,No
2022-01-12 23:38:33,nielsd142@example.com,Niels De Jong,,,https://linkedin.com/in/niels-de-jong-142,,Driven professional with expertise in data analytics. Currently professional at a leading organization.,V6C,Engeland,Twente,University of Twente,Talen & Cultuur,bezig met bachelors,Yes
2025-06-15 02:43:44,bram143@example.com,Bram Rodriguez,Snowflake,Founder,https://linkedin.com/in/bram-rodriguez-143,https://bramrodriguez143.com,,V6A,Duitsland,Eindhoven,Leiden University,Bèta & Techniek,Afgestudeert vwo/havo,No
2026-08-26 00:03:08,hana144@example.com,Hana Van der Heijden,,Architect,https://linkedin.com/in/hana-van-der-heijden-144,,"Experienced architect dedicated to developing innovative products. Alumni of Erasmus University Rotterdam, class of 2026.",V6B,Nederland,Den Haag,Erasmus University Rotterdam,Computer Science,bezig met masters,No
2026-02-21 12:46:06,mila145@example.com,Mila Gonzalez,,Social Media Manager,https://linkedin.com/in/mila-gonzalez-145,,,V6C,Nederland,Den Haag,Eindhoven University of Technology,Economie & Business,bezig met bachelors,Yes
2024-10-18 04:39:53,rosav146@example.com,Rosa Van den Broek,,Entrepreneur,https://linkedin.com/in/rosa-van-den-broek-146,,,V6C,Engeland,Twente,Eindhoven University of Technology,Economie & Business,bezig met masters,Yes
2026-07-12 03:04:39,vanderzwan.r147@example.com,Roos Van der Zwan,ASML,,,https://roosvanderzwan147.com,,V6B,Duitsland,Amsterdam,Vrije University Amsterdam,Talen & Cultuur,Afgestudeert vwo/havo,No
2025-06-16 03:22:42,jessev148@example.com,Jesse Van der Ven,Freelance,,,,,V6A,Nederland,Twente,Delft University of Technology,Economie & Business,Afgestudeert vwo/havo,No
2024-02-05 10:02:16,omar149@example.com,Omar Brouwer,Brekke,IT Support,https://linkedin.com/in/omar-brouwer-149,,Passionate it support with a strong background in renewable energy. Currently working at Brekke where I focus on driving data-driven decisions.,V6C,Verenigde Staten,Amsterdam,Eindhoven University of Technology,Computer Science,bezig met bachelors,Yes
2026-02-09 18:41:25,williamt150@example.com,William Thomas,Palantir,Network Engineer,,,,V6B,Verenigde Staten,Twente,Delft University of Technology,Rechten,bezig met bachelors,Yes
2026-08-28 06:14:40,roosv151@example.com,Roos Van der Velden,Rabobank,Biomedical Engineer,https://linkedin.com/in/roos-van-der-velden-151,,,V6C,Verenigde Staten,Twente,Leiden University,Computer Science,Afgestudeert vwo/havo,Yes
2026-09-26 03:42:12,dekker.e152@example.com,Ella Dekker,Tesla,Chemical Engineer,https://linkedin.com/in/ella-dekker-152,,,V6A,Frankrijk,Eindhoven,Vrije University Amsterdam,Computer Science,bezig met masters,No
2025-01-05 16:28:21,aliv153@example.com,Ali Van der Velden,Consultant,Quality Assurance,https://linkedin.com/in/ali-van-der-velden-153,https://alivandervelden153.com,,V6A,Engeland,Twente,Delft University of Technology,Rechten,bezig met bachelors,Yes
2026-11-03 12:42:57,pim154@example.com,Pim Van der Mark,DSM,,,,,V6A,Frankrijk,Amsterdam,Delft University of Technology,Gezondheidszorg & Geneeskunde,Afgestudeert vwo/havo,Yes
2024-09-03 08:03:03,lee.j155@example.com,Jesse Lee,Airbnb,CEO,https://linkedin.com/in/jesse-lee-155,,,V6A,Duitsland,Amsterdam,Vrije University Amsterdam,Rechten,Afgestudeert vwo/havo,No
2023-05-15 15:31:33,clara.koning156@example.com,Clara Koning,SpaceX,,https://linkedin.com/in/clara-koning-156,,,V6C,Verenigde Staten,Amsterdam,Delft University of Technology,Computer Science,Afgestudeert vwo/havo,Yes
2022-11-30 17:48:49,william.willems157@example.com,William Willems,,Trader,https://linkedin.com/in/william-willems-157,https://williamwillems157.com,Results-oriented trader with 4 years of experience in biomedical research. Based in Amsterdam.,V6C,Frankrijk,Amsterdam,Eindhoven University of Technology,Talen & Cultuur,bezig met masters,No
2023-04-07 09:58:50,larav158@example.com,Lara Van Leeuwen,ASML,Data Scientist,https://linkedin.com/in/lara-van-leeuwen-158,,,V6B,Verenigde Staten,Den Haag,Delft University of Technology,Bèta & Techniek,bezig met masters,No
2026-10-28 09:47:55,daniel159@example.com,Daniel Peeters,,Electrical Engineer,https://linkedin.com/in/daniel-peeters-159,,Results-oriented electrical engineer with 0 years of experience in blockchain technology. Based in Eindhoven.,V6A,Verenigde Staten,Eindhoven,Delft University of Technology,Talen & Cultuur,Afgestudeert vwo/havo,No
2022-07-30 07:34:01,liamv160@example.com,Liam Van Driel,Witteveen+Bos,,https://linkedin.com/in/liam-van-driel-160,,,V6B,Verenigde Staten,Eindhoven,Erasmus University Rotterdam,Rechten,Afgestudeert vwo/havo,No
2022-12-24 18:53:59,omar161@example.com,Omar De Vries,Netflix,,,https://omardevries161.com,,V6C,Verenigde Staten,Twente,Eindhoven University of Technology,Economie & Business,Afgestudeert vwo/havo,No
2023-04-12 08:36:42,floris162@example.com,Floris Van der Horst,Bosch,Co-Founder,https://linkedin.com/in/floris-van-der-horst-162,,,V6A,Frankrijk,Eindhoven,Delft University of Technology,Talen & Cultuur,bezig met masters,Yes
2026-03-22 15:18:35,ruben163@example.com,Ruben Van der Stelt,Vopak,Graduate Trainee,https://linkedin.com/in/ruben-van-der-stelt-163,https://rubenvanderstelt163.com,"Ambitious graduate trainee focused on driving data-driven decisions. Former student at Eindhoven University of Technology, now making an impact at Vopak.",V6B,Engeland,Delft,Eindhoven University of Technology,Economie & Business,bezig met masters,No
2025-08-02 15:29:54,max.vandervelden164@example.com,Max Van der Velden,Tauw,Translator,,,,V6A,Duitsland,Delft,Erasmus University Rotterdam,Economie & Business,bezig met bachelors,No
2022-01-26 00:55:22,tessap165@example.com,Tessa Peters,Booking.com,,,https://tessapeters165.com,,V6B,Duitsland,Amsterdam,Vrije University Amsterdam,Bèta & Techniek,bezig met bachelors,Yes
2023-03-25 09:17:56,youssefv166@example.com,Youssef Van der Spoel,Aerius,Customer Success Manager,https://linkedin.com/in/youssef-van-der-spoel-166,,Alumni from Delft University of Technology specializing in Talen & Cultuur. Working as customer success manager with a passion for creating sustainable solutions.,V6B,Engeland,Twente,Delft University of Technology,Talen & Cultuur,bezig met masters,No
2025-11-08 12:44:54,oliverj167@example.com,Oliver Jackson,Startup,Partner,https://linkedin.com/in/oliver-jackson-167,https://oliverjackson167.com,Passionate partner with a strong background in operations management. Currently working at Startup where I focus on ensuring data privacy.,V6B,Verenigde Staten,Twente,Erasmus University Rotterdam,Computer Science,bezig met masters,Yes
2026-04-01 09:30:00,martinez.s168@example.com,Sanne Martinez,Scale-up,Urban Planner,https://linkedin.com/in/sanne-martinez-168,,Recent graduate from Delft University of Technology with a degree in Talen & Cultuur. Now working as urban planner at Scale-up.,V6A,Nederland,Delft,Delft University of Technology,Talen & Cultuur,bezig met masters,No
2026-09-28 22:21:03,luuk.rodriguez169@example.com,Luuk Rodriguez,,,https://linkedin.com/in/luuk-rodriguez-169,,,V6B,Duitsland,Den Haag,Erasmus University Rotterdam,Rechten,bezig met masters,No
2022-08-22 15:54:13,maud170@example.com,Maud Van Dijk,,Junior Analyst,,,,V6B,Frankrijk,Delft,Erasmus University Rotterdam,Talen & Cultuur,Afgestudeert vwo/havo,Yes
2026-11-25 17:46:25,amy.johnson171@example.com,Amy Johnson,Vopak,,https://linkedin.com/in/amy-johnson-171,,Results-oriented professional with 0 years of experience in digital transformation. Based in Amsterdam.,V6B,Nederland,Amsterdam,Erasmus University Rotterdam,Bèta & Techniek,bezig met masters,Yes
2023-08-17 17:24:47,maud172@example.com,Maud Visser,Rabobank,,,,Creative problem-solver working as professional at Rabobank. Graduated from Erasmus University Rotterdam in 2023.,V6C,Engeland,Delft,Erasmus University Rotterdam,Computer Science,bezig met masters,No
2025-02-10 10:22:39,william.hendriks173@example.com,William Hendriks,,,https://linkedin.com/in/william-hendriks-173,,"Experienced professional dedicated to enhancing customer satisfaction. Alumni of Vrije University Amsterdam, class of 2025.",V6C,Nederland,Den Haag,Vrije University Amsterdam,Gezondheidszorg & Geneeskunde,bezig met masters,Yes
2024-11-01 15:33:29,ryanp174@example.com,Ryan Peeters,Siemens,,,,,V6B,Engeland,Amsterdam,Leiden University,Rechten,Afgestudeert vwo/havo,Yes
2023-01-29 15:01:16,smit.e175@example.com,Emma Smit,Shopify,,,,Passionate professional with a strong background in software development. Currently working at Shopify where I focus on automating workflows.,V6B,Duitsland,Eindhoven,Eindhoven University of Technology,Economie & Business,bezig met bachelors,Yes
2024-09-10 20:19:17,tess.peters176@example.com,Tess Peters,Netflix,Financial Analyst,https://linkedin.com/in/tess-peters-176,,,V6A,Duitsland,Eindhoven,Vrije University Amsterdam,Talen & Cultuur,bezig met masters,Yes
2022-06-02 14:06:50,elin.verhoeven177@example.com,Elin Verhoeven,Ahold Delhaize,,https://linkedin.com/in/elin-verhoeven-177,,,V6C,Frankrijk,Delft,University of Twente,Gezondheidszorg & Geneeskunde,bezig met bachelors,Yes
2026-04-13 22:01:12,jansen.d178@example.com,Dylan Jansen,Zelfstandig,UX Designer,https://linkedin.com/in/dylan-jansen-178,,,V6A,Engeland,Amsterdam,Leiden University,Talen & Cultuur,bezig met bachelors,No
2022-05-14 12:22:04,irisv179@example.com,Iris Van der Pol,Netflix,Underwriter,https://linkedin.com/in/iris-van-der-pol-179,,Creative problem-solver working as underwriter at Netflix. Graduated from Vrije University Amsterdam in 2022.,V6B,Verenigde Staten,Delft,Vrije University Amsterdam,Economie & Business,Afgestudeert vwo/havo,Yes
2023-10-22 01:30:38,miller.m180@example.com,Milou Miller,,Account Manager,https://linkedin.com/in/milou-miller-180,,,V6B,Nederland,Twente,University of Twente,Economie & Business,bezig met masters,Yes
2024-06-03 07:37:01,norag181@example.com,Nora Groen,Tesla,Portfolio Manager,https://linkedin.com/in/nora-groen-181,,,V6A,Frankrijk,Delft,Leiden University,Computer Science,Afgestudeert vwo/havo,Yes
2026-04-13 13:55:54,martin.l182@example.com,Liam Martin,NN Group,PhD Candidate,https://linkedin.com/in/liam-martin-182,,,V6A,Nederland,Eindhoven,Delft University of Technology,Gezondheidszorg & Geneeskunde,bezig met masters,No
2026-12-15 08:56:17,wilson.n183@example.com,Niels Wilson,Brekke,,https://linkedin.com/in/niels-wilson-183,,,V6A,Engeland,Delft,University of Twente,Rechten,Afgestudeert vwo/havo,No
